,EP 80W-90 GL-4 GEAR OIL,GEAR OIL EP80-90 GL4 205L,"Мінеральне трансмісійне мастило                                                                                                                           • API GL4
• SAE 80W-90",,205L,GO4205L,"Минеральное редукторное масло.

Редукторное масло с большим удельным давлением для механических коробок передач.

Подходит для применения в случаях, когда в технических условиях указано масло 80W-90 или 85W-90 API GL-4.

Эксплуатационная классификация: API GL-4",,
,,GEAR OIL EP80-90 GL4 25L,,,25L,GO425L,,,
,,GEAR OIL EP80-90 GL4 5L,,,5L,GO45L,,,
,,GEAR OIL EP80-90 GL4 1L,,,1L,GO41L,,,
,EP80W-90 GL-5                  GEAR OIL,GEAR OIL EP80-90 GL5 205L,"Мінеральне трансмісійне мастило                                                                                                                • API GL5
• SAE 80W-90",,205L,EP8090205L,"Минеральное редукторное масло. 

Редукторное масло с большим удельным давлением для механических коробок передач и дифференциалов.

Подходит для применения в случаях, когда в технических условиях указано масло 80W-90 или 85W-90 API GL-5.
Эксплуатационная классификация: API GL-5",,
,,GEAR OIL EP80-90 GL5 25L,,,25L,EP809025L,,,
,,GEAR OIL EP80-90 GL5 5L,,,5L,EP80905L,,,
,,GEAR OIL EP80-90 GL5 1L,,,1L,EP80901L,,,
,EP85W-140                  GEAR OIL,EP85W140 GEAR OIL 25L,"        Мінеральне трансмісійне мастило                                                                                                                 • API GL5
• SAE 85w140",,25L,HMG25L,"Минеральное редукторное масло.

Редукторное масло с большим удельным давлением для механических коробок передач и дифференциалов.

Подходит для применения в случаях, когда в технических условиях указано масло 85W-140 API GL-5.

Эксплуатационная классификация: API GL-5",,
,,EP85W140 GEAR OIL 1L,,,1L,HMG1L,,,
,MVMTF 75W-90,MVMTF 75W90 5L,"Синтетичне трансмісійне мастило                                                                                         Для МКПП багатьох популярних моделей Ford, VW, Audi, Seat, Skoda",,5L,MVMTF5L,"MVMTF 75W-90 (Being replaced with MVMTF Plus 75W-90)  Полностью синтетическое редукторное масло.

Подходит для широкого ряда синхронизированных механических трансмиссий и коробок передач в блоке с трансмиссией Ford, VW, Audi, Seat и Skoda.

Оптимизирует работу синхронизаторов, обеспечивая плавность переключения передач в легковых автомобилях.

Обеспечивает исключительную устойчивость к перегреву и окислению для лучшей защиты компонентов путем предотвращения загустевания масла и образования отложений.

Великолепные характеристики предотвращают пенообразование для сохранения защитной масляной пленки, обеспечивающей постоянную смазку компонентов коробки передач.

Эксплуатационная классификация: Suitable for certain Ford, Mazda, VW, Audi, Seat & Skoda vehicles requiring a 75W-90, fully-synthetic manual gear oil.",,
,,MVMTF 75W90 1L,,,1L,MVMTF1L,,,
,MVMTF 75W-80,MVMTF 75W80 1L,"Мінеральне трансмісійне мастило                                                                                                  • API GL4                                                                                                                                                   Для МКПП багатьох моделей Vauxhall/Opel, Mini, Land Rover, Honda, Volvo, MG",,1L,MVP75801L,"Полностью синтетическое масло для механической коробки передач обеспечивает превосходную защиту подшипников и шестерен, а также надежную работу синхронизаторов.

Хороши эксплуатационные характеристики в условиях низких температур.

Высочайшая степень чистоты.

Надежная защита от коррозии.

Параметры продукта: BMW MTF LT-2, Ford M2C 186-A, GM 1940768, Mercedes Benz MB 235.10, MTF 94, Special Honda MTF, Special Honda MTF II, Volvo 97308

 

Эксплуатационная классификация: Recommended by Comma for certain BMW, Vauxhall/Opel, Mini, Land Rover, Honda, Volvo and MG applications and generally where a 75W-80, API GL-4 oil is specified.",,
,SX75W-90 GEAR OIL,SX75W90 GL5 205L SEMIS.,"Напівсинтетичне трансмісійне мастило                                                                                                   • API GL5
• SAE 75W-90                                                                                                ",,205L,SX205L,"Полусинтетическое редукторное масло.

Подходит для современных пятиступенчатых и шестиступенчатых коробок передач и дифференциалов.

Подходит для применения в случаях, когда в технических условиях указано масло 75W-90, 80W-90 или 85W-90 API GL-5.

Эксплуатационная классификация: API GL-5",,
,,SX75W90 GL5 25L SEMIS.,,,25L,SX25L,,,
,,SX75W90 GL5 5L SEMIS.,,,5L,SX5L,,,
,,SX75W90 GL5 1L SEMIS.,,,1L,SX1L,,,
,GEAR OIL                   SX75W-90 GL4,SX75W90 GL4 1L SEMIS.,Напівсинтетичне трансмісійне мастило                                                                                                    • API GL4 ,,1L,SXGL41L,"Полусинтетическое редукторное масло.

Подходит для современных пятиступенчатых и шестиступенчатых коробок передач.

Подходит для применения в случаях, когда в технических условиях указано масло 75W-90, 80W-90 или 85W-90 API GL-4.

Эксплуатационная классификация: API GL-4",,
,GEAR OIL                          EP75W-80,EP75W80 GEAR OIL 5L,"Мінеральне трансмісійне мастило                                                                                                  • API GL4                                                                                                                                                                   • PSA B71 2330                                                                                                                                                 Для МКПП багатьох моделей Rover, Peugeot, Citroën, Renault                                                                ",,5L,EP75W805L,"Минеральное редукторное масло.

Comma рекомендует использовать данный продукт в перечисленных ниже случаях. PSA B71 2330

Подходит для определенных механических коробок передач Rover, Peugeot, Citroën и Renault, где требуется масло с классом вязкости SAE 75W-80.

Comma рекомендует использовать данный продукт в перечисленных ниже случаях. PSA B71 2330",,
,,EP75W80 GEAR OIL 1L,,,1L,EP75W801L,,,
,LS80W-90 LIMITED SLIP GEAR OIL,LS80W90 LIMITED SLIP 1L,Мінеральне трансмісійне мастило                                                                                                    • API GL5,,1L,LS80W901L,"Минеральное масло для дифференциала с повышенным внутренним трением.

Специально разработано для дифференциалов с повышенным внутренним трением.

Подходит для применения в случаях, когда в технических условиях указано масло 80W-90 API GL-5.

Эксплуатационная классификация: API GL-5",,
,Automatic Transmission Fluid AQM,AQM 205L,Мінеральне мастило для АКП                                                                                                           • Dexron II и IID    ,,205L,ATM205L,"Минеральное масло для автоматических коробок передач.

Подходит для многих автоматических коробок передач, гидротрансформаторов и гидроусилителей системы рулевого управления.

 

 

Comma рекомендует использовать данный продукт в перечисленных ниже случаях. Dexron® II & IID",,
,,AQM 25L,,,25L,ATM25L,,,
,,AQM 5L,,,5L,ATM5L,,,
,,AQM 1L,,,1L,ATM1L,,,
,Automatic Transmission Fluid AQ3,AQ3 205L,"Мінеральне мастило для АКП                                                                                                                                 Ford ESD-M2C138-CJ/ESP-M2C166-H, ZF TE ML 09/14, Allison C4, Dexron III/ IID/IIE/II",,205L,AQ3205L,"Полусинтетическое масло для автоматических коробок передач.

Защищает от пенообразования, коррозии, окисления и износа.

Обеспечивает тихое и плавное переключение передач.

 

Comma рекомендует использовать данный продукт в перечисленных ниже случаях. Ford ESD-M2C138-CJ/ESP-M2C166-H, ZF TE ML 09/14, Allison C4, Dexron® III/ IID/IIE/I",,
,,AQ3 25L,,,25L,AQ325L,,,
,,AQ3 5L,,,5L,AQ35L,,,
,,AQ3 1L,,,1L,AQ31L,,,
,AQCVT Continuously Variable Transmission Fluid,AQCVT TRANS FLUID 1L,"Синтетична трансмісійна рідина для CVT                                                                                                                                          Використовується в багатьох ремінних і ланцюгових варіаторних коробках передач (CVT), а також у деяких гібридних системах CVT HONDA (окрім Nissan, Toyota и Ford)",,1L,AQCVT1L,"Полностью синтетическая жидкость для бесступенчатых коробок передач.

Подходит для использования во многих ременных и цепных вариаторных коробках передач (CVT), а также в некоторых гибридных системах CVT производства компании Honda.

Высококачественная жидкость для CVT, подходящая для использования во многих моделях автомобилей.

Обеспечивает высочайшие фрикционные характеристики металла и сцепления, улучшающие эффективность работы и увеличивающие срок службы системы ремень/шкив, используемой в CVT.

Обеспечивает стойкую защиту привода от истирания и износа, продлевая срок службы трансмиссии.

Не подходит для гибридных систем Nissan, Toyota и Ford.",,
,AQDCT Dual Clutch Transmission Fluid,AQDCT TRANS FLUID 1L,Синтетична рідина для трансмісій із подвійним зчепленням                                                                          Допуски виробників: VW TL 521 82; BMW DCTF-1                                                        ,,1L,AQDCT1L,Comma рекомендует использовать данный продукт в перечисленных ниже случаях. VW TL 521 82; BMW DCTF-1,,
,Multi-Vehicle Automatic Transmission & Power Steering Fluid,MULTI VEHICLE ATF & PS 5L,"Напівсинтетична універсальна рідина                                                                                           Dexron II and III, Ford Mercon V, MOPAR ATF +3 and +4, VW G 052 162, MB 236.6/7/10/12                                                                ",,5L,MVATF5L,"Полностью синтетическое масло для автоматических коробок передач и гидроусилителя руля.

Обеспечивает стабильность фрикционных свойств, плавное включение сцепления и противодействие износу.

Подходит для автоматических коробок передач и усилителей системы рулевого управления многих европейских, американских и азиатских автомобилей.

 

Comma рекомендует использовать данный продукт в перечисленных ниже случаях. Dexron® II, III and VI, Ford Mercon V, MOPAR ATF +3 and +4, VW G 052 162, MB 236.6/7/10/12/14, Mitsubishi, Hyundai, Kia SP-II/SP-III/SP-IV",,
,,MULTI VEHICLE ATF & PS 1L,,,1L,MVATF1L,,,
,"СЕРВІСНІ ПРОДУКТИ. ГІДРАВЛІЧНІ, ГАЛЬМІВНІ ТА ІНШІ РІДИНИ.",,,,,,,,
,X-FLOW FLUSH OUT,X-FLOW FLUSH OUT 5L,Мінеральне промивне мастило ,,5L,XFFO5L,"Стандартное промывочное масло как для бензиновых, так и для дизельных двигателей. Повышает эксплуатационные характеристики двигателя, очищая от шлама и углеродистых отложений.",,
,BRAKE & CLUTCH FLUID DOT 5.1,DOT 5.1 SYNT.1L,"Синтетична гальмівна рідина                                                                                                             FMVSS 116 DOT 5.1, ISO 4925                                    ",,1L,BF51L,"Тормозная жидкость высочайшего качества, разработанная специально для современных высокоэффективных автомобилей.
Минимальная влажная точка кипения 180°C — идеальный показатель для любых систем ABS.
Допускается смешивание жидкостей не на силиконовой основе с жидкостями DOT 3 и DOT 4.
Comma рекомендует использовать данный продукт в перечисленных ниже случаях. FMVSS 116 DOT 5.1, ISO 4925, ISO 4925 (Class 3, 4 & 5.1)",,
,BRAKE & CLUTCH FLUID DOT 4 ESP,DOT 4 ESP 1L,"Синтетична гальмівна рідина                                                                                                                FMVSS 116 DOT 4, ISO 4925, SAE J-1704
                                        ",,1L,BF4ESP1L,"Специально разработана для использования в автомобилях, в которых применяется технология ESP (электронная система динамической стабилизации).
Системы ESP обеспечивают повышенную безопасность при использовании тормозов (независимо от водителя), соответственно, данная тормозная жидкость связывает систему ESP с тормозной системой. Только тормозная жидкость, в которой исключительная вязкость сочетается с высокой температурой кипения, позволяет максимально повысить эффективность системы в любых условиях эксплуатации.
Технология торможения ESP предотвращает занос автомобиля в критических условиях движения.
Низкая вязкость обеспечивает улучшенное торможение и более быструю реакцию на занос при низких температурах.
Подходит для всех гидравлических тормозных систем и систем сцепления, в которых предусмотрено использование жидкости DOT 4 или DOT 3.
Допускается смешивание с другими жидкостями, соответствующими стандартам DOT 3, DOT 4, FMVSS.116 и SAE J1703, SAE J1704.

 

Comma рекомендует использовать данный продукт в перечисленных ниже случаях. FMVSS 116 DOT 4, ISO 4925, SAE J1704, ISO 4925 (Class 3, 4 & 6)",,
,BRAKE & CLUTCH FLUID DOT 4,DOT 4 SYNT. 5L,"Синтетична гальмівна рідина                                                                                                       FMVSS 116 DOT 4, ISO 4925, SAE J-1704",,5L,BF45L,"Тормозная жидкость, соответствующая современным стандартам и подходящая большинству производителей.
Идеально подходит системам ABS.
Допускается смешивание с жидкостью DOT 3.

 

Comma рекомендует использовать данный продукт в перечисленных ниже случаях. FMVSS 116 DOT 4, ISO 4925 (Class 3 & 4), SAE J1704",,
,,DOT 4 SYNT. 1L,,,1L,BF41L,,,
,,DOT 4 SYNT. 500ML,,,0.5L,BF4500M,,,
,LIC 20                          HYDRAULIC OIL,LIC 20 HYDR. OIL 25L,"Мінеральне гідравлічне мастило                                                                                                           • DIN 51524, Part 2 and 3 (HLP and HVLP)
• AFNOR NF E 48-603 (HM, HV)
• VDMA 24318
• US Steel 126 & 127
• Sperry Vickers M-2950-S
• Denison TP 02100
• FZG уровень повреждения >11                                                                                                                           DIN 51524, Part 2, DENISON HF-1 HF2 HFO, FORD M-6C32,                                                                        GENERAL MOTORS LH-04-01, LH-06, LH-15-1                                          ",,25L,L2025L,,,
,LIC 15                          HYDRAULIC OIL,LIC 15 HYDR. OIL 205L,"Мінеральне гідравлічне мастило                                                                                                           • DIN 51524, Part 2 and 3 (HLP and HVLP)
• AFNOR NF E 48-603 (HM, HV)
• VDMA 24318
• US Steel 126 & 127
• Sperry Vickers M-2950-S
• Denison TP 02100
• FZG уровень повреждения >11                                                                                                                           DIN 51524, Part 2, DENISON HF-1 HF2 HFO, FORD M-6C32,                                                                        GENERAL MOTORS LH-04-01, LH-06, LH-15-1 ",,205L,L15205L,"Подходит для гидравлических систем экскаваторов, строительного оборудования и автопогрузчиков. Идеально подходит для опрокидывающих механизмов, гидромуфт, некоторых гидротрансформаторов, гаражных лифтов и подъемных приспособлений в задней части кузова грузовых автомобилей.

Отличные низкотемпературные свойства для использования в любое время года.

Эксплуатационная классификация: ISO VG 46",,
,,LIC 15 HYDR. OIL 25L,,,25L,L1525L,,,
,LIC 10                          HYDRAULIC OIL,LIC 10 HYDR. OIL 205L,"Мінеральне гідравлічне мастило                                                                                                           • DIN 51524, Part 2 and 3 (HLP and HVLP)
• AFNOR NF E 48-603 (HM, HV)
• VDMA 24318
• US Steel 126 & 127
• Sperry Vickers M-2950-S
• Denison TP 02100
• FZG уровень повреждения >11                                                                                                                           DIN 51524, Part 2, DENISON HF-1 HF2 HFO, FORD M-6C32,                                                                        GENERAL MOTORS LH-04-01, LH-06, LH-15-1                  ",,205L,L10205L,"Подходит для гидравлических систем экскаваторов, строительного оборудования и автопогрузчиков. Идеально подходит для опрокидывающих механизмов, гидромуфт, некоторых гидротрансформаторов, гаражных лифтов и подъемных приспособлений в задней части кузова грузовых автомобилей.

Также подходит для домкратов.

Отличные низкотемпературные свойства для использования в любое время года.

Эксплуатационная классификация: ISO VG 32",,
,,LIC 10 HYDR. OIL 25L,,,25L,L1025L,,,
,,LIC 10 HYDR. OIL 5L,,,5L,L105L,,,
,MANISTA NATURAL HAND CLEANSER,MANISTA HAND 20L,"Натуральний миючий засіб для рук. Очищує від оливи, мастила, чорнила, крему для взуття, краски, гіпсу, бітуму, плям від трави, креозоту ті інших забруднень. Спеціально створено для використання в автосервісах та гаражах. Містить натуральні компоненти кокосового масла, лимонного соку та легко-абразивні полімери. Збагачено зволожуючим лосьоном з ланоліном.  PH=5.0-6.0
",,20L,MAN20L,"Натуральное моющее средство для рук с полимерными гранулами для тяжелых условий работы.
Удаляет въевшееся масло и грязь. Мягко действует на кожу, не содержит жестких растворителей.
Предотвращает возникновение ссадин и ран на руках.
Не испытывалось на животных.
Использовать с водой, как мыло.",,
,,MANISTA HAND 10L,,,10L,MAN10L,,,
,,MANISTA HAND 3L,,,3L,MAN3L,,,
,,MANISTA HAND 700ML,,,700ML,MAN700M,,,
,МАСТИЛА ДЛЯ 2- ТА 4-ТАКТНИХ ДВИГУНІВ,,,,,,,,
,Two Wheel 2 Stroke,TWO WHEEL 2 ST 1L MINERAL,"Мінеральне мастило 2Т                                                                                                                           API TC, JASO FB, ISO-L-EGB",,1L,TST1L,"Масло низкой зольности для использования в 2-тактных моторах мопедов, скутеров, мотоциклов и других двигателях, где требуется масло, которое легко смешивается с топливом.",,
,Two Wheel 2 Stroke Semisynthetic,TWO WHEEL 2 ST 1L SEMI SY,"Напівсинтетичне мастило 2Т                                                                                                                   API TC, JASO FD, ISO-L-EGD",,1L,TSTSS1L,"Полусинтетическое масло, формула которого обеспечивает низкую дымность выхлопа, для использования в 2-тактных моторах скутеров, мотоциклов, мопедов и других двигателях, где требуется масло, которое легко смешивается с топливом.

Эксплуатационная классификация: API TC, JASO FD & ISO L-EGD",,
,Two Wheel 2 Stroke Fully Synthetic,TWO WHEEL 2 ST 1L SYNTHET,"Синтетичне мастило 2Т                                                                                                                                   API TC, JASO FD, ISO-L-EGD, Husqvarna",,1L,TSTFS1L,"Полностью синтетическое масло, формула которого обеспечивает уменьшение дымности двигателя, для качественной защиты моторов мотоциклов, скутеров, мопедов и других двигателей, где требуется масло, легко смешивающееся с топливом.

Эксплуатационная классификация: API TC JASO FC FD & ISO L-EGD L-EGC",,
,Two Wheel 4 Stroke Semi Synthetic,TWO WHEEL 4 ST 1L SEMI SY,"Напівсинтетичне мастило 4Т                                                                                               SAE 10W-40, API SG, JASO MA",,1L,FSTSS1L,Полусинтетическая формула для использования в высокоэффективных 4-тактных двигателях воздушного и водяного охлаждения мотоциклов и других двигателях с высокими оборотами.,,
,Two Wheel 4 Stroke Fully Synthetic,TWO WHEEL 4 ST 1L SYNTHET,"Синтетичне мастило 4Т                                                                                                                                          SAE 5W-40, API SL, SJ, SH, SG, JASO MA",,1L,FSTFS1L,"Полностью синтетическая формула для использования в высокоэффективных 4-тактных двигателях воздушного и водяного охлаждения мотоциклов и других двигателях с высокими оборотами.

Эксплуатационная классификация: SAE 5w40 API SL, SJ, SH, SG JASO MA",,
,ПЛАСТИЧНІ МАСТИЛА,,,,,,,,
,MULTIPURPOSE LITHIUM GREASE 2,MULTIPURPOSE LITH. 50KG,"Багатоцільове пластичне мастило найвищої якості на основі літію. Підходить для найширшого застосування в автомобілі: підшипники коліс, ступиці, хрестовини, шасі і т.п.                                                                                                                                                                     Діапазон робочих температур:  -30ºС до +120ºС.   NLGI-2                                                    Колір: янтарний          ",,50KG,GR250KG,"Подходит для шасси, подшипников колес, ступиц, карданных шарниров и подшипников электромоторов.
Широкий интервал допустимых температур — сохранение стабильности в условиях высоких температур и текучести при низких температурах.",,
,,"MULTIPURPOSE LITH. 12,5KG",,,12.5KG,GR212.5,,,
,,MULTIPURPOSE LITH. 3KG,,,3KG,GR23KG,,,
,,"MULTIPURPOSE LITH. 0,5KG",,,0.5KG,GR2500G,,,
,,"MULTIPURPOSE LITH. 0,4KG",,,0.4KG,GR2400,,,
,CV LITH-MOLY GREASE,CV LITH-MOLY GREASE 500G,"Високоякісне пластичне мастило на основі літію з додаванням дисульфіду молібдену (MoS2), спеціально розроблене для шарнірів рівних кутових швидкостей.                                  Також ідеальне для шасі, підшипників коліс, ступиць та хрестовин                                                         Діапазон робочих температур: -20ºС до +120ºС. NLGI-2                                             Колір: сірий / чорний   ",,500GR,CV500G,"Смазка на основе лития с консистенцией №2 (средняя), содержащая дисульфид молибдена. Идеально подходит для шарниров равных угловых скоростей или гомокинетических шарниров.",,
,HIGH PERFORMANCE BEARING GREASE,HIGH PERF.GREASE 12.5KG,Високоякісне пластичне мастило на основі літію з чудовою високотемпературною стабільністю. Ідеально підходить для підшипників коліс.                                                    Діапазон робочих температур:  -30ºС до +120ºС.   NLGI-2                                                                       Колір: бурштиновий / жовтий ,,12.5KG,BG212.5,"Комбинированная смазка высшего качества на основе лития для всех типов подшипников колес при работе в тяжелых условиях.
Высокий уровень защиты в широком диапазоне температур.
Великолепные противоизносные свойства и защита при экстремальных давлениях обеспечивают длительный срок службы подшипников.",,
,,HIGH PERF.GREASE 500G,,,0.5KG,BG2500G,,,
,COPPER EASE,COPPER EASE 500G,"Мідне мастило, призначене для екстремальних робочих температур від -40ºС до + 1150ºС. Запобігає ""писку"" гальмівних колодок. Захищає колісні болти і гайки від ""прикипання"" і полегшує їх відкручування. Покращує ущільнення і полегшує монтаж-демонтаж.                                                                                                                                                            Колір: мідний",,0.5KG,CE500M,"Противозадирная смесь с широчайшим интервалом допустимых температур (от -40°C до +1150°C).
Образует плотное несмываемое и несгораемое защитное покрытие металлических частей.
При нанесении на заднюю часть тормозных колодок предотвращает скрип тормозных дисков.
Легко наносится в труднодоступных местах с помощью дополнительной трубки и насадки.

",,
,НАСОСИ ДЛЯ ПОДАЧІ МИЮЧОГО ЗАСОБУ MANISTA,,,,,,,,
,Manista 10 Litre Pump,MANISTA ACCES. 10L,"Насос для 10- та 3-літрових упаковок Manista, встановлюється на кришку.",,,MAN10LP,,,
,Manista 3 Litre Pump,MANISTA ACCES. 3L,,,,MAN3LP,,,
